STUDY ACCESSION,Cleaned_Ancestry,Cleaned_Ancestry_Size
GCST007450,European,3186
GCST006916,European,480
GCST006916,European,1208
GCST008104,East Asian,408
GCST007449,European,3186
GCST007239,Japanese,681
GCST007239,Japanese,17492
GCST007700,Arab,249
GCST007700,Arab,253
GCST007316,European,157
GCST007043,Spanish,744
GCST007043,Spanish,1454
GCST007433,Japanese,257
GCST007433,Japanese,419
GCST007317,European,90
GCST007235,European,9040
GCST007235,European,12496
GCST007234,European,5602
GCST007234,European,21120
GCST006911,European,5135
GCST006911,European,25675
GCST006986,British,15731
GCST006986,British,283920
GCST006912,European,91105
GCST006915,European,91105
GCST007110,European,91105
GCST006913,European,91105
GCST006914,European,91105
GCST007353,European,3708
GCST007353,African American,61
GCST007353,European,24218
GCST007353,African American,2584
GCST007352,European,9095
GCST007352,Han Chinese,490
GCST007352,African American,86
GCST007352,European,24218
GCST007352,Han Chinese,2875
GCST007352,African American,2584
GCST007351,European,2751
GCST007351,European,24218
GCST007350,European,709
GCST007350,European,24218
GCST007349,European,2660
GCST007349,European,24218
GCST007348,European,225
GCST007348,European,24218
GCST007347,European,1177
GCST007347,European,4218
GCST007346,European,415
GCST007346,European,24218
GCST007345,European,778
GCST007345,European,24218
GCST006989,British,269394
GCST006989,British,14526
GCST006988,British,39397
GCST006988,British,283920
GCST007343,European,14534
GCST007343,Han Chinese,531
GCST007343,African American,147
GCST007343,European,24218
GCST007343,Han Chinese,2875
GCST007343,African American,2584
GCST006976,European,59814
GCST007233,European,80
GCST007233,European,266
GCST007552,East Asian,22775
GCST007552,East Asian,47731
GCST007228,European,2085
GCST007228,European,9659
GCST007230,European,78
GCST007230,European,264
GCST007330,European,1107
GCST007330,European,3447
GCST007331,European,2431
GCST007331,European,3447
GCST007333,European,1584
GCST007333,European,3447
GCST007332,European,248
GCST007332,European,3447
GCST007318,European,497
GCST007318,European,3447
GCST007334,European,510
GCST007334,European,3447
GCST007856,European,55105
GCST007856,East Asian,3026
GCST007856,European,65079
GCST007856,East Asian,2268
GCST007435,European,21540
GCST007435,European,26894
GCST007436,European,71128
GCST007699,Han Chinese,386
GCST007699,Han Chinese,500
GCST007276,Hispanic,940
GCST007276,Hispanic,681
GCST007210,African American,144
GCST007210,African American,123
GCST007225,British,9577
GCST007225,British,327959
GCST007209,European,27174
GCST007209,European,736838
GCST006984,Japanese,411
GCST006984,Japanese,2158
GCST007216,Japanese,713
GCST007216,Japanese,2083
GCST007703,Japanese,130777
GCST007707,Japanese,22566
GCST007707,Japanese,28226
GCST007706,Japanese,130777
GCST007705,Japanese,130777
GCST007704,Japanese,130777
GCST007292,European,1079
GCST007292,European,1970
GCST007292,African American,911
GCST007292,African American,941
GCST007291,European,398
GCST007291,European,1970
GCST007291,African American,1097
GCST007291,African American,941
GCST007290,European,644
GCST007290,European,1970
GCST007290,African American,768
GCST007290,African American,941
GCST007289,European,398
GCST007289,European,2848
GCST007289,African American,1097
GCST007289,African American,1514
GCST007657,European,1079
GCST007657,European,128
GCST007657,African American,1303
GCST007657,African American,791
GCST007543,European,19099
GCST007543,European,72
GCST007543,Han Chinese,1012
GCST007543,European,34194
GCST007543,European,72
GCST007543,Han Chinese,925
GCST007716,European,8232
GCST007665,European,1378
GCST007665,European,934
GCST007665,European,914
GCST007222,Greek and,505
GCST007222,Greek,924
GCST007220,Greek,505
GCST007220,Greek,1125
GCST007666,European,1378
GCST007666,European,934
GCST007224,Greek and,505
GCST007224,Greek,822
GCST007667,European,1378
GCST007667,European,934
GCST007223,Greek,924
GCST007223,Greek,822
GCST007221,Greek,822
GCST007221,Greek,1125
GCST007219,Greek,924
GCST007219,Greek,1125
GCST007651,Sub Saharan African,924
GCST007208,European,1249
GCST007208,European,2789
GCST007208,European,1525
GCST007208,European,4307
GCST007447,European,42379
GCST007447,African American,4500
GCST007447,Asian,773
GCST007447,Hispanic,1440
GCST007446,European,42379
GCST007446,African American,3700
GCST007446,Hispanic,275
GCST007207,European,2774
GCST007207,European,7096
GCST007445,European,25897
GCST007445,African American,4500
GCST007445,Asian,773
GCST007445,Hispanic,1440
GCST007510,Sub Saharan African,914
GCST007510,Sub Saharan African,2159
GCST007652,European,534
GCST007509,Sub Saharan African,205
GCST007509,Sub Saharan African,2159
GCST007540,European,59
GCST007540,European,772
GCST007541,European,106
GCST007541,European,772
GCST007539,European,32
GCST007539,European,772
GCST007635,European,1453
GCST007636,European,783
GCST007203,Chinese,139
GCST007204,Chinese,139
GCST007202,Chinese,139
GCST007505,European,52506
GCST007505,European,12874
GCST007505,European,23203
GCST007504,European,52506
GCST007776,European,2424
GCST007776,European,7113
GCST007776,European,13171
GCST007775,European,7016
GCST007775,European,14745
GCST007775,European,13171
GCST006959,African American,916
GCST006959,African American,1392
GCST007715,European,6504
GCST007715,European,387652
GCST007714,European,1816
GCST007714,European,388326
GCST007119,East Asian,2609
GCST007119,East Asian,4712
GCST007303,European,17008
GCST007303,European,48286
GCST007303,European,17283
GCST007303,European,425739
GCST007303,European,923864
GCST007507,European,20621
GCST007507,European,280541
GCST007513,Icelandic,33572
GCST007506,European,11708
GCST007506,European,284184
GCST007512,European,18138
GCST007512,European,277213
GCST007595,European,18773
GCST007595,European,114907
GCST007206,European,37
GCST007206,European,126
GCST007206,European,59
GCST007615,European,148164
GCST007614,European,92771
GCST007614,European,113387
GCST007738,Korean,1328
GCST007738,Korean,5870
GCST007248,European,45570
GCST007248,European,775530
GCST007249,European,37845
GCST007249,European,775530
GCST006902,East Asian,2295
GCST006902,East Asian,11084
GCST006902,European,1503
GCST006902,European,18594
GCST007296,Japanese,137
GCST007296,Japanese,1174
GCST007403,European,519
GCST007403,European,1902
GCST007405,European,519
GCST007405,European,1902
GCST007404,European,519
GCST007404,European,1902
GCST007258,Japanese,16
GCST007258,Japanese,123
GCST006925,European,23877
GCST006925,European,562153
GCST006926,European,17151
GCST006926,European,596639
GCST007508,European,385
GCST007508,European,4979
GCST007508,African American,325
GCST007508,African American,2342
GCST006896,European,49269
GCST006897,European,1840
GCST006897,European,49983
GCST006898,European,3340
GCST006898,European,49983
GCST006899,European,54288
GCST006904,European,983
GCST007558,European,290
GCST006716,European,141932
GCST006659,Korean,182
GCST006659,Korean,240
GCST006717,British,121604
GCST006718,British,121604
GCST007578,Irish,2232
GCST007579,Irish,2232
GCST007580,Irish,2232
GCST006936,Chinese,301
GCST007773,European,1087
GCST007772,European,10707
GCST007771,European,6818
GCST007770,European,4976
GCST007769,European,8363
GCST007768,European,3431
GCST007767,European,1087
GCST007767,European,10707
GCST007766,European,1087
GCST007766,European,10707
GCST007765,European,4976
GCST007765,European,6818
GCST007764,European,4976
GCST007764,European,6818
GCST007763,European,8363
GCST007763,European,3431
GCST007762,European,8363
GCST007762,European,3431
GCST007761,European,11794
GCST007760,European,11794
GCST007759,European,1087
GCST007759,European,10707
GCST007758,European,4976
GCST007758,European,6818
GCST007757,European,8363
GCST007757,European,3431
GCST007756,European,1087
GCST007755,European,10707
GCST007754,European,6818
GCST007753,European,4976
GCST007752,European,8363
GCST007751,European,3431
GCST007750,European,1087
GCST007749,European,10707
GCST007748,European,4976
GCST007747,European,6818
GCST007746,European,8363
GCST007745,European,3431
GCST007744,European,11794
GCST007364,British,14940
GCST007364,British,322268
GCST006903,European,10217
GCST006719,Korean,1469
GCST006719,Korean,5979
GCST007199,Sub Saharan African,484
GCST007199,South African Coloured,179
GCST007199,African American,450
GCST007199,Sub Saharan African,380
GCST007199,South African Coloured,96
GCST007199,African American,1350
GCST007157,European,69140
GCST007157,European,17195
GCST007160,European,88005
GCST007159,European,86335
GCST006982,European,217
GCST006982,European,3798
GCST006777,British,8428
GCST007158,European,70505
GCST007158,European,17500
GCST007118,European,11864
GCST007118,Hispanic,1016
GCST007118,East Asian,938
GCST007118,African American,397
GCST007118,European,17995
GCST007118,Hispanic,1954
GCST007118,East Asian,1799
GCST007118,African American,686
GCST007139,European,3201
GCST007139,European,34960
GCST007139,African American,398
GCST007139,African American,5922
GCST007139,Asian,756
GCST007198,European,1950
GCST006665,European,630791
GCST006667,European,188577
GCST006666,European,188577
GCST007244,European,857
GCST006631,African American,3724
GCST007243,European,857
GCST007197,Fruili Venezia Giulia,207
GCST007197,Fruili Venezia Giulia,160
GCST006619,Han Chinese,833
GCST006619,Han Chinese,1220
GCST007193,Fruili Venezia Giulia,235
GCST007193,Fruili Venezia Giulia,160
GCST007194,Fruili Venezia Giulia,169
GCST007194,Fruili Venezia Giulia,160
GCST007195,Fruili Venezia Giulia,273
GCST007195,Fruili Venezia Giulia,160
GCST007196,Fruili Venezia Giulia,442
GCST007196,Fruili Venezia Giulia,160
GCST006707,Japanese,6171
GCST006707,Japanese,27178
GCST007724,European,576
GCST007723,European,576
GCST007722,European,576
GCST007201,East Asian,14023
GCST007201,European,33640
GCST007201,East Asian,31505
GCST007201,European,43456
GCST007138,Croatian,405
GCST007138,Croatian,433
GCST007205,Japanese,1940
GCST007205,Japanese,7408
GCST006635,British,108154
GCST006895,European,21297
GCST006894,European,21297
GCST006893,European,21297
GCST006870,European,21297
GCST006892,European,21297
GCST006891,European,21297
GCST006890,European,21297
GCST006889,European,21297
GCST006888,European,21297
GCST006887,European,21297
GCST006886,European,21297
GCST006885,European,21297
GCST006884,European,21297
GCST006883,European,21297
GCST006882,European,21297
GCST006881,European,21297
GCST006880,European,21297
GCST006878,European,21297
GCST006877,European,21297
GCST006876,European,21297
GCST006875,European,21297
GCST006874,European,21297
GCST006873,European,21297
GCST006872,European,21297
GCST006634,British,221575
GCST006871,European,21297
GCST006705,Danish,1395
GCST006705,Danish,4438
GCST006905,Mexican,2153
GCST007137,African American,31
GCST007137,African American,184
GCST006614,European,215551
GCST006614,African American,57332
GCST006614,Hispanic,24743
GCST006613,European,215551
GCST006613,African American,57332
GCST006613,Hispanic,24743
GCST006612,European,215551
GCST006612,African American,57332
GCST006612,Hispanic,24743
GCST006611,European,215551
GCST006611,African American,57332
GCST006611,Hispanic,24743
GCST006633,European,6039
GCST006633,African,892
GCST006633,American,408
GCST007154,African American,380
GCST007154,African American,2129
GCST007154,European American,599
GCST007154,European American,7327
GCST007191,Japanese,119
GCST007191,Japanese,1582
GCST007152,European,29531
GCST007152,European,128494
GCST007189,European,2545
GCST007188,European,2545
GCST007187,European,2545
GCST007190,European,2545
GCST007153,European,986
GCST007147,European,22045
GCST007147,African American,1488
GCST007245,European,2634
GCST007245,European,5947
GCST007247,European,2454
GCST007247,European,968
GCST007246,European,2779
GCST007246,European,10396
GCST007425,Spanish,1355
GCST007088,Spanish,224
GCST007088,Spanish,2765
GCST007041,Spanish,467
GCST007041,Spanish,2522
GCST007040,Spanish,1355
GCST006706,Han Chinese,2961
GCST006706,Uyghur,721
GCST006706,Latin American,2301
GCST006493,Middle Eastern,764
GCST006493,Middle Eastern,1343
GCST007107,Japanese,4527
GCST007108,Japanese,4527
GCST007177,Han Chinese,2097
GCST007178,Han Chinese,1876
GCST007176,Han Chinese,1880
GCST007135,European,297
GCST007135,Hispanic,226
GCST007135,European,623
GCST007135,Hispanic,633
GCST007136,European,226
GCST007136,Hispanic,143
GCST007136,European,431
GCST007136,Hispanic,394
GCST008067,Chinese,72
GCST008067,Chinese,501
GCST008068,Chinese,255
GCST008068,Chinese,501
GCST008069,Chinese,350
GCST008069,Chinese,501
GCST007179,Scandinavian,517
GCST007548,European,15910
GCST007548,European,408571
GCST007109,Bangladeshi,170
GCST007109,Bangladeshi,574
GCST007186,Scandinavian,506
GCST007185,Scandinavian,497
GCST007184,Scandinavian,506
GCST007183,Scandinavian,497
GCST007182,Scandinavian,512
GCST007181,Scandinavian,506
GCST007180,Scandinavian,521
GCST006703,European,1999
GCST006626,European,757601
GCST006627,European,757601
GCST006628,European,757601
GCST006629,European,757601
GCST006630,European,757601
GCST007663,European,173
GCST007662,European,173
GCST007661,European,173
GCST006704,European,1999
GCST006624,European,757601
GCST007659,European,173
GCST007660,European,173
GCST007658,European,173
GCST007101,European,1380
GCST007101,European,2464
GCST007106,Japanese,71
GCST006486,European,4102
GCST006486,European,8489
GCST006491,European,16624
GCST007102,European,1380
GCST007102,European,2937
GCST006432,European,8197
GCST006432,European,241468
GCST007618,East Asian,4104
GCST007618,East Asian,12429
GCST007617,East Asian,1764
GCST007617,East Asian,14779
GCST007360,African American,949
GCST007360,Latino,1830
GCST007542,European American,4910
GCST007149,European,454
GCST007148,European,452
GCST007366,European,760
GCST007366,European,773
GCST008102,European,11165
GCST008102,African,797
GCST008099,European,11165
GCST008099,African,797
GCST008100,European,11165
GCST008100,African,797
GCST008101,European,11165
GCST008101,African,797
GCST007151,European,443
GCST007150,European,443
GCST007359,European,12171
GCST007359,European,22233
GCST007359,European,121624
GCST006958,European,44871
GCST006427,European,1622
GCST006427,African American,391
GCST006427,European,4954
GCST006427,African American,2749
GCST007062,European,5325
GCST007062,European,22425
GCST006462,European,16595
GCST006462,European,523330
GCST006859,Tibetan,593
GCST006586,European,382500
GCST006770,Tibetan,593
