,Broader,N,PUBMEDID,AUTHOR,DiseaseOrTrait,STAGE,DATE,ACCESSION,parentterm,EFOTerm,color
199,European,330069.0,29844566.0,Davies G,Reaction time,initial,2018-05-29,GCST006268,Other measurement,reaction time measurement,#d53e4f
200,European,44192.0,29808027.0,Tedja MS,Spherical equivalent,initial,2018-05-28,GCST006289,Other measurement,refractive error measurement,#d53e4f
201,Asian,15044.0,29808027.0,Tedja MS,Spherical equivalent,initial,2018-05-28,GCST006289,Other measurement,refractive error measurement,#3288bd
202,Asian,2275.0,29808027.0,Tedja MS,Spherical equivalent,initial,2018-05-28,GCST006289,Other measurement,refractive error measurement,#3288bd
203,Asian,2110.0,29808027.0,Tedja MS,Spherical equivalent,initial,2018-05-28,GCST006289,Other measurement,refractive error measurement,#3288bd
204,Asian,2506.0,29808027.0,Tedja MS,Spherical equivalent,initial,2018-05-28,GCST006289,Other measurement,refractive error measurement,#3288bd
205,Asian,2506.0,29808027.0,Tedja MS,Spherical equivalent or myopia (age of diagnosis),initial,2018-05-28,GCST006291,Other measurement,age at onset,#3288bd
206,Asian,2110.0,29808027.0,Tedja MS,Spherical equivalent or myopia (age of diagnosis),initial,2018-05-28,GCST006291,Other measurement,age at onset,#3288bd
207,Asian,2275.0,29808027.0,Tedja MS,Spherical equivalent or myopia (age of diagnosis),initial,2018-05-28,GCST006291,Other measurement,age at onset,#3288bd
208,Asian,15044.0,29808027.0,Tedja MS,Spherical equivalent or myopia (age of diagnosis),initial,2018-05-28,GCST006291,Other measurement,age at onset,#3288bd
209,European,95505.0,29808027.0,Tedja MS,Spherical equivalent or myopia (age of diagnosis),replication,2018-05-28,GCST006291,Other measurement,age at onset,#d53e4f
210,European,148485.0,29808027.0,Tedja MS,Spherical equivalent or myopia (age of diagnosis),initial,2018-05-28,GCST006291,Other measurement,age at onset,#d53e4f
211,Asian,2506.0,29808027.0,Tedja MS,Spherical equivalent or myopia (age of diagnosis),initial,2018-05-28,GCST006291,Other trait,Myopia,#3288bd
212,Asian,2110.0,29808027.0,Tedja MS,Spherical equivalent or myopia (age of diagnosis),initial,2018-05-28,GCST006291,Other trait,Myopia,#3288bd
213,Asian,2275.0,29808027.0,Tedja MS,Spherical equivalent or myopia (age of diagnosis),initial,2018-05-28,GCST006291,Other trait,Myopia,#3288bd
214,Asian,15044.0,29808027.0,Tedja MS,Spherical equivalent or myopia (age of diagnosis),initial,2018-05-28,GCST006291,Other trait,Myopia,#3288bd
215,European,95505.0,29808027.0,Tedja MS,Spherical equivalent or myopia (age of diagnosis),replication,2018-05-28,GCST006291,Other trait,Myopia,#d53e4f
216,European,148485.0,29808027.0,Tedja MS,Spherical equivalent or myopia (age of diagnosis),initial,2018-05-28,GCST006291,Other trait,Myopia,#d53e4f
217,Asian,2506.0,29808027.0,Tedja MS,Spherical equivalent or myopia (age of diagnosis),initial,2018-05-28,GCST006291,Other measurement,refractive error measurement,#3288bd
218,Asian,2110.0,29808027.0,Tedja MS,Spherical equivalent or myopia (age of diagnosis),initial,2018-05-28,GCST006291,Other measurement,refractive error measurement,#3288bd
219,Asian,2275.0,29808027.0,Tedja MS,Spherical equivalent or myopia (age of diagnosis),initial,2018-05-28,GCST006291,Other measurement,refractive error measurement,#3288bd
220,Asian,15044.0,29808027.0,Tedja MS,Spherical equivalent or myopia (age of diagnosis),initial,2018-05-28,GCST006291,Other measurement,refractive error measurement,#3288bd
221,European,95505.0,29808027.0,Tedja MS,Spherical equivalent or myopia (age of diagnosis),replication,2018-05-28,GCST006291,Other measurement,refractive error measurement,#d53e4f
222,European,148485.0,29808027.0,Tedja MS,Spherical equivalent or myopia (age of diagnosis),initial,2018-05-28,GCST006291,Other measurement,refractive error measurement,#d53e4f
223,European,104293.0,29808027.0,Tedja MS,Myopia (age of diagnosis),initial,2018-05-28,GCST006290,Other measurement,age at onset,#d53e4f
224,European,104293.0,29808027.0,Tedja MS,Myopia (age of diagnosis),initial,2018-05-28,GCST006290,Other trait,Myopia,#d53e4f
225,European,456.0,29786918.0,Vonk JM,Clinical remission in asthma,replication,2018-05-22,GCST007423,Other trait,remission,#d53e4f
226,European,790.0,29786918.0,Vonk JM,Clinical remission in asthma,initial,2018-05-22,GCST007423,Other trait,remission,#d53e4f
227,European,456.0,29786918.0,Vonk JM,Clinical remission in asthma,replication,2018-05-22,GCST007423,Other disease,asthma,#d53e4f
228,European,790.0,29786918.0,Vonk JM,Clinical remission in asthma,initial,2018-05-22,GCST007423,Other disease,asthma,#d53e4f
229,Asian,25432.0,29773799.0,Horikoshi M,Late age at menarche,initial,2018-05-17,GCST005864,Other measurement,age at menarche,#3288bd
230,Asian,30266.0,29773799.0,Horikoshi M,Early age at menarche,initial,2018-05-17,GCST005865,Other measurement,age at menarche,#3288bd
231,European,73397.0,29773799.0,Horikoshi M,Menarche (age at onset),replication,2018-05-17,GCST005867,Other measurement,age at menarche,#d53e4f
232,Asian,67029.0,29773799.0,Horikoshi M,Menarche (age at onset),initial,2018-05-17,GCST005867,Other measurement,age at menarche,#3288bd
233,European,67257.0,29769521.0,Ramirez J,Heart rate response to exercise,initial,2018-05-16,GCST005787,Cardiovascular measurement,heart rate response to exercise,#d53e4f
234,Asian,547.0,29769613.0,Sun X,Executive function in ADHD,initial,2018-05-16,GCST006219,Neurological disorder,attention deficit hyperactivity disorder,#3288bd
235,Asian,547.0,29769613.0,Sun X,Executive function in ADHD,initial,2018-05-16,GCST006219,Other measurement,executive function measurement,#3288bd
236,European,73265.0,29771307.0,Aponte JL,Rosacea symptom severity,initial,2018-05-16,GCST005790,Other measurement,rosacea severity measurement,#d53e4f
237,European,926.0,29860282.0,Scelsi MA,Hippocampal volume,initial,2018-05-30,GCST006134,Other measurement,hippocampal volume,#d53e4f
238,European,16966.0,29848360.0,Julia A,Systemic lupus erythematosus,initial,2018-05-30,GCST005831,Immune system disorder,systemic lupus erythematosus,#d53e4f
239,European,944.0,29860282.0,Scelsi MA,Alzheimer's disease progression score,initial,2018-05-30,GCST006136,Other measurement,Alzheimer's disease biomarker measurement,#d53e4f
240,European,936.0,29860282.0,Scelsi MA,Cortical amyloid beta load,initial,2018-05-30,GCST006135,Other measurement,cerebral amyloid deposition measurement,#d53e4f
241,European,1760.0,30680360.0,McCoy TH Jr,Nonunion in individuals with fractures,initial,2018-05-29,GCST007250,Other disease,bone fracture,#d53e4f
242,European,1760.0,30680360.0,McCoy TH Jr,Nonunion in individuals with fractures,initial,2018-05-29,GCST007250,Other disease,"fractures, ununited",#d53e4f
243,European,342.0,29786918.0,Vonk JM,Complete remission in asthma,replication,2018-05-22,GCST007424,Other trait,remission,#d53e4f
244,European,667.0,29786918.0,Vonk JM,Complete remission in asthma,initial,2018-05-22,GCST007424,Other trait,remission,#d53e4f
245,European,342.0,29786918.0,Vonk JM,Complete remission in asthma,replication,2018-05-22,GCST007424,Other disease,asthma,#d53e4f
246,European,667.0,29786918.0,Vonk JM,Complete remission in asthma,initial,2018-05-22,GCST007424,Other disease,asthma,#d53e4f
248,European,90853.0,29785011.0,Zhu Z,Asthma,initial,2018-05-21,GCST007562,Other disease,asthma,#d53e4f
249,European,884.0,29787419.0,Hrdlickova B,Refractory celiac disease type II,initial,2018-05-21,GCST005928,Digestive system disorder,refractory celiac disease,#d53e4f
250,European,1341.0,29787419.0,Hrdlickova B,Refractory celiac disease type II,replication,2018-05-21,GCST005928,Digestive system disorder,refractory celiac disease,#d53e4f
251,European,253288.0,29782485.0,Rueger S,Height,initial,2018-05-21,GCST005908,Body measurement,body height,#d53e4f
252,European,336474.0,29782485.0,Rueger S,Height,replication,2018-05-21,GCST005908,Body measurement,body height,#d53e4f
253,European,116538.0,29785011.0,Zhu Z,Asthma or allergic disease (pleiotropy),initial,2018-05-21,GCST007564,Immune system disorder,allergy,#d53e4f
254,European,116538.0,29785011.0,Zhu Z,Asthma or allergic disease (pleiotropy),initial,2018-05-21,GCST007564,Other disease,asthma,#d53e4f
255,Asian,989.0,29784950.0,Sawai H,Hepatocellular carcinoma in hepatitis B infection,initial,2018-05-21,GCST005746,Cancer,hepatocellular carcinoma,#3288bd
256,Asian,1048.0,29784950.0,Sawai H,Hepatocellular carcinoma in hepatitis B infection,replication,2018-05-21,GCST005746,Cancer,hepatocellular carcinoma,#3288bd
257,Asian,383.0,29784950.0,Sawai H,Hepatocellular carcinoma in hepatitis B infection,replication,2018-05-21,GCST005746,Cancer,hepatocellular carcinoma,#3288bd
258,Asian,989.0,29784950.0,Sawai H,Hepatocellular carcinoma in hepatitis B infection,initial,2018-05-21,GCST005746,Digestive system disorder,hepatitis B infection,#3288bd
259,Asian,1048.0,29784950.0,Sawai H,Hepatocellular carcinoma in hepatitis B infection,replication,2018-05-21,GCST005746,Digestive system disorder,hepatitis B infection,#3288bd
260,Asian,383.0,29784950.0,Sawai H,Hepatocellular carcinoma in hepatitis B infection,replication,2018-05-21,GCST005746,Digestive system disorder,hepatitis B infection,#3288bd
261,European,139555.0,29785010.0,Khawaja AP,Intraocular pressure,initial,2018-05-21,GCST006412,Other measurement,intraocular pressure measurement,#d53e4f
262,European,102453.0,29785011.0,Zhu Z,"Allergic disease (asthma, hay fever or eczema)",initial,2018-05-21,GCST007563,Immune system disorder,allergy,#d53e4f
263,European,102453.0,29785011.0,Zhu Z,"Allergic disease (asthma, hay fever or eczema)",initial,2018-05-21,GCST007563,Other disease,asthma,#d53e4f
264,European,260279.0,29777097.0,Marioni RE,Paternal history of Alzheimer's disease,initial,2018-05-18,GCST005920,Other measurement,family history of Alzheimer’s disease,#d53e4f
265,Asian,148829.0,29779033.0,Hishida A,Serum creatinine levels,initial,2018-05-18,GCST006393,Other measurement,serum creatinine measurement,#3288bd
266,Asian,11283.0,29779033.0,Hishida A,Serum creatinine levels,initial,2018-05-18,GCST006393,Other measurement,serum creatinine measurement,#3288bd
267,Asian,148829.0,29779033.0,Hishida A,Estimated glomerular filtration rate,initial,2018-05-18,GCST006392,Other measurement,glomerular filtration rate,#3288bd
268,Asian,11283.0,29779033.0,Hishida A,Estimated glomerular filtration rate,initial,2018-05-18,GCST006392,Other measurement,glomerular filtration rate,#3288bd
269,European,288676.0,29777097.0,Marioni RE,Maternal history of Alzheimer's disease,initial,2018-05-18,GCST005923,Other measurement,family history of Alzheimer’s disease,#d53e4f
270,Asian,11283.0,29779033.0,Hishida A,Chronic kidney disease,initial,2018-05-18,GCST006391,Other disease,chronic kidney disease,#3288bd
271,Asian,148829.0,29779033.0,Hishida A,Chronic kidney disease,initial,2018-05-18,GCST006391,Other disease,chronic kidney disease,#3288bd
273,European,314278.0,29777097.0,Marioni RE,Alzheimer's disease or family history of Alzheimer's disease,initial,2018-05-18,GCST005922,Neurological disorder,Alzheimer's disease,#d53e4f
275,European,314278.0,29777097.0,Marioni RE,Alzheimer's disease or family history of Alzheimer's disease,initial,2018-05-18,GCST005922,Other measurement,family history of Alzheimer’s disease,#d53e4f
276,European,314278.0,29777097.0,Marioni RE,Family history of Alzheimer's disease,initial,2018-05-18,GCST005921,Other measurement,family history of Alzheimer’s disease,#d53e4f
277,European,32545.0,29773799.0,Horikoshi M,Menopause (age at onset),replication,2018-05-17,GCST005863,Other measurement,age at menopause,#d53e4f
278,Asian,43861.0,29773799.0,Horikoshi M,Menopause (age at onset),initial,2018-05-17,GCST005863,Other measurement,age at menopause,#3288bd
279,Hispanic/Latin American,5022.0,29892015.0,Roselli C,Atrial fibrillation,initial,2018-06-11,GCST006061,Cardiovascular disease,atrial fibrillation,#807dba
280,Asian,36792.0,29892015.0,Roselli C,Atrial fibrillation,initial,2018-06-11,GCST006061,Cardiovascular disease,atrial fibrillation,#3288bd
281,European,537409.0,29892015.0,Roselli C,Atrial fibrillation,initial,2018-06-11,GCST006061,Cardiovascular disease,atrial fibrillation,#d53e4f
282,African Am./Caribbean,8967.0,29892015.0,Roselli C,Atrial fibrillation,initial,2018-06-11,GCST006061,Cardiovascular disease,atrial fibrillation,#fee08b
283,European,1528.0,30134812.0,Chattopadhyay S,Monoclonal gammopathy of undetermined significance,initial,2018-06-11,GCST006917,Other disease,monoclonal gammopathy,#d53e4f
285,European,1380.0,29883787.0,Gregson CL,Lumbar spine bone mineral density,initial,2018-06-05,GCST006142,Other measurement,spine bone mineral density,#d53e4f
286,European,5899.0,29883787.0,Gregson CL,High bone mineral density,initial,2018-06-05,GCST006141,Other measurement,bone density,#d53e4f
287,European,240.0,29967566.0,Roberts CH,Chlamydia trachomatis seropositivity,initial,2018-06-03,GCST006225,Other measurement,Chlamydia trachomatis seropositivity,#d53e4f
314,European,3557.0,29695241.0,Charmet R,Coronary artery disease in type 1 diabetes,initial,2018-04-25,GCST006281,Metabolic disorder,type i diabetes mellitus,#d53e4f
316,European,3557.0,29695241.0,Charmet R,Coronary artery disease in type 1 diabetes,initial,2018-04-25,GCST006281,Cardiovascular disease,coronary artery disease,#d53e4f
318,European,334825.0,29691431.0,Tikkanen E,Hand grip strength,initial,2018-04-24,GCST005830,Other measurement,grip strength measurement,#d53e4f
319,African Am./Caribbean,6224.0,29691896.0,Keaton JM,"Type 2 diabetes (SNP x SNP interaction, 1df)",initial,2018-04-24,GCST006494,Metabolic disorder,type ii diabetes mellitus,#fee08b
320,African Am./Caribbean,6224.0,29691896.0,Keaton JM,"Type 2 diabetes (SNP x SNP interaction, 2df)",initial,2018-04-24,GCST006495,Metabolic disorder,type ii diabetes mellitus,#fee08b
321,European,223215.0,29691431.0,Tikkanen E,Hand grip strength,initial,2018-04-24,GCST005829,Other measurement,grip strength measurement,#d53e4f
322,European,111610.0,29691431.0,Tikkanen E,Hand grip strength,replication,2018-04-24,GCST005829,Other measurement,grip strength measurement,#d53e4f
323,Other/Mixed,15.0,29682794.0,Szekely E,Basal ganglia growth,initial,2018-04-22,GCST006220,Other measurement,basal ganglia growth measurement,#99d594
324,African Am./Caribbean,31.0,29682794.0,Szekely E,Basal ganglia growth,initial,2018-04-22,GCST006220,Other measurement,basal ganglia growth measurement,#fee08b
325,Asian,8.0,29682794.0,Szekely E,Basal ganglia growth,initial,2018-04-22,GCST006220,Other measurement,basal ganglia growth measurement,#3288bd
326,European,581.0,29682794.0,Szekely E,Basal ganglia growth,initial,2018-04-22,GCST006220,Other measurement,basal ganglia growth measurement,#d53e4f
328,African Am./Caribbean,31.0,29682794.0,Szekely E,Right lateral prefrontal cortical growth,initial,2018-04-22,GCST006224,Other measurement,prefrontal cortex growth measurement,#fee08b
329,Other/Mixed,15.0,29682794.0,Szekely E,Right lateral prefrontal cortical growth,initial,2018-04-22,GCST006224,Other measurement,prefrontal cortex growth measurement,#99d594
331,Asian,8.0,29682794.0,Szekely E,Right lateral prefrontal cortical growth,initial,2018-04-22,GCST006224,Other measurement,prefrontal cortex growth measurement,#3288bd
332,European,581.0,29682794.0,Szekely E,Right lateral prefrontal cortical growth,initial,2018-04-22,GCST006224,Other measurement,prefrontal cortex growth measurement,#d53e4f
334,European,581.0,29682794.0,Szekely E,Cerebral cortical growth,initial,2018-04-22,GCST006223,Other measurement,cerebral cortex growth measurement,#d53e4f
335,Asian,8.0,29682794.0,Szekely E,Cerebral cortical growth,initial,2018-04-22,GCST006223,Other measurement,cerebral cortex growth measurement,#3288bd
336,African Am./Caribbean,31.0,29682794.0,Szekely E,Cerebral cortical growth,initial,2018-04-22,GCST006223,Other measurement,cerebral cortex growth measurement,#fee08b
337,Other/Mixed,15.0,29682794.0,Szekely E,Cerebral cortical growth,initial,2018-04-22,GCST006223,Other measurement,cerebral cortex growth measurement,#99d594
338,Other/Mixed,15.0,29682794.0,Szekely E,Cerebellum growth,initial,2018-04-22,GCST006222,Other measurement,cerebellum growth measurement,#99d594
339,Asian,8.0,29682794.0,Szekely E,Cerebellum growth,initial,2018-04-22,GCST006222,Other measurement,cerebellum growth measurement,#3288bd
340,European,581.0,29682794.0,Szekely E,Cerebellum growth,initial,2018-04-22,GCST006222,Other measurement,cerebellum growth measurement,#d53e4f
341,African Am./Caribbean,31.0,29682794.0,Szekely E,Cerebellum growth,initial,2018-04-22,GCST006222,Other measurement,cerebellum growth measurement,#fee08b
